nome_norm,uf,lat,lon,nome
bacuri,MA,-1.6662,-45.1585,Bacuri
bacurituba,MA,-2.6749,-44.6829,Bacurituba
balsas,MA,-8.4266,-46.435,Balsas
barao de grajau,MA,-6.6139,-43.2796,Barão De Grajaú
barra do corda,MA,-5.3447,-45.1055,Barra Do Corda
barreirinhas,MA,-2.8167,-42.9829,Barreirinhas
belagua,MA,-3.0822,-43.4659,Belágua
bela vista do maranhao,MA,-3.7714,-45.2684,Bela Vista Do Maranhão
benedito leite,MA,-7.1587,-44.5938,Benedito Leite
bequimao,MA,-2.4272,-44.7824,Bequimão
bernardo do mearim,MA,-4.6713,-44.6584,Bernardo Do Mearim
boa vista do gurupi,MA,-1.7499,-46.1834,Boa Vista Do Gurupi
bom jardim,MA,-3.782,-46.2644,Bom Jardim
bom jesus das selvas,MA,-4.5119,-46.6534,Bom Jesus Das Selvas
bom lugar,MA,-4.3105,-45.048,Bom Lugar
brejo,MA,-3.6719,-42.8208,Brejo
brejo de areia,MA,-4.3521,-45.5972,Brejo De Areia
buriti,MA,-3.9301,-42.9032,Buriti
buriti bravo,MA,-5.7677,-43.7837,Buriti Bravo
buriticupu,MA,-4.453,-46.3406,Buriticupu
buritirana,MA,-5.5401,-47.0895,Buritirana
cachoeira grande,MA,-3.0845,-43.9764,Cachoeira Grande
cajapio,MA,-2.9062,-44.6291,Cajapió
cajari,MA,-3.3934,-45.0171,Cajari
campestre do maranhao,MA,-6.142,-47.2808,Campestre Do Maranhão
candido mendes,MA,-1.4563,-45.6071,Cândido Mendes
cantanhede,MA,-3.658,-44.2624,Cantanhede
capinzal do norte,MA,-4.6685,-44.2985,Capinzal Do Norte
carolina,MA,-7.4756,-47.1902,Carolina
carutapera,MA,-1.2574,-45.9954,Carutapera
caxias,MA,-4.8723,-43.3436,Caxias
cedral,MA,-1.9914,-44.5993,Cedral
central do maranhao,MA,-2.2457,-44.834,Central Do Maranhão
centro do guilherme,MA,-2.4304,-46.1043,Centro Do Guilherme
centro novo do maranhao,MA,-3.0028,-46.6119,Centro Novo Do Maranhão
chapadinha,MA,-3.7055,-43.4243,Chapadinha
cidelandia,MA,-5.0595,-47.8404,Cidelândia
codo,MA,-4.6776,-43.9555,Codó
coelho neto,MA,-4.1947,-43.1092,Coelho Neto
colinas,MA,-5.9892,-44.2374,Colinas
conceicao do lago-acu,MA,-3.7417,-44.794,Conceição Do Lago-Açu
coroata,MA,-4.0918,-44.1844,Coroatá
cururupu,MA,-1.57,-44.8253,Cururupu
davinopolis,MA,-5.5767,-47.3107,Davinópolis
dom pedro,MA,-5.0436,-44.4046,Dom Pedro
duque bacelar,MA,-4.1119,-42.9939,Duque Bacelar
esperantinopolis,MA,-4.895,-44.8264,Esperantinópolis
estreito,MA,-6.7399,-47.1537,Estreito
feira nova do maranhao,MA,-7.0149,-46.6638,Feira Nova Do Maranhão
fernando falcao,MA,-6.2416,-45.3653,Fernando Falcão
formosa da serra negra,MA,-6.6127,-46.1219,Formosa Da Serra Negra
fortaleza dos nogueiras,MA,-6.8196,-46.0652,Fortaleza Dos Nogueiras
fortuna,MA,-5.6468,-44.0233,Fortuna
godofredo viana,MA,-1.2866,-45.7362,Godofredo Viana
goncalves dias,MA,-5.1413,-44.2441,Gonçalves Dias
governador archer,MA,-4.968,-44.1946,Governador Archer
governador edison lobao,MA,-5.727,-47.3312,Governador Edison Lobão
governador eugenio barros,MA,-5.4018,-44.0169,Governador Eugênio Barros
governador luiz rocha,MA,-5.5335,-44.0894,Governador Luiz Rocha
governador newton bello,MA,-3.3836,-46.0192,Governador Newton Bello
governador nunes freire,MA,-2.049,-45.8489,Governador Nunes Freire
graca aranha,MA,-5.415,-44.3432,Graça Aranha
grajau,MA,-5.7667,-45.9651,Grajaú
guimaraes,MA,-2.1222,-44.6084,Guimarães
humberto de campos,MA,-2.5366,-43.5748,Humberto De Campos
icatu,MA,-2.4893,-43.8114,Icatu
igarape do meio,MA,-3.6704,-45.1458,Igarapé Do Meio
igarape grande,MA,-4.555,-44.8283,Igarapé Grande
imperatriz,MA,-5.3342,-47.5754,Imperatriz
itaipava do grajau,MA,-5.2009,-45.6653,Itaipava Do Grajaú
itapecuru mirim,MA,-3.3278,-44.324,Itapecuru Mirim
itinga do maranhao,MA,-4.134,-47.2242,Itinga Do Maranhão
jatoba,MA,-5.865,-44.3168,Jatobá
jenipapo dos vieiras,MA,-5.3686,-45.5224,Jenipapo Dos Vieiras
joao lisboa,MA,-5.2568,-47.1622,João Lisboa
joselandia,MA,-5.0171,-44.7266,Joselândia
junco do maranhao,MA,-1.8808,-46.0841,Junco Do Maranhão
lago da pedra,MA,-4.7112,-45.1882,Lago Da Pedra
lago do junco,MA,-4.5069,-44.9364,Lago Do Junco
lago verde,MA,-3.9544,-44.8075,Lago Verde
lagoa do mato,MA,-5.9721,-43.5425,Lagoa Do Mato
lago dos rodrigues,MA,-4.6099,-44.9438,Lago Dos Rodrigues
lagoa grande do maranhao,MA,-4.8744,-45.4121,Lagoa Grande Do Maranhão
lajeado novo,MA,-6.0878,-46.948,Lajeado Novo
lima campos,MA,-4.5619,-44.4771,Lima Campos
loreto,MA,-7.1725,-45.2253,Loreto
luis domingues,MA,-1.2691,-45.8336,Luís Domingues
magalhaes de almeida,MA,-3.3129,-42.1364,Magalhães De Almeida
maracacume,MA,-1.9898,-45.9941,Maracaçumé
maraja do sena,MA,-4.715,-45.5988,Marajá Do Sena
maranhaozinho,MA,-2.4283,-45.9467,Maranhãozinho
mata roma,MA,-3.5902,-43.232,Mata Roma
matinha,MA,-3.0784,-44.9913,Matinha
matoes,MA,-5.3169,-43.3303,Matões
matoes do norte,MA,-3.7472,-44.4562,Matões Do Norte
milagres do maranhao,MA,-3.4966,-42.8533,Milagres Do Maranhão
mirador,MA,-6.4184,-45.1141,Mirador
miranda do norte,MA,-3.5169,-44.4979,Miranda Do Norte
mirinzal,MA,-2.0347,-44.7959,Mirinzal
moncao,MA,-3.5,-45.3166,Monção
montes altos,MA,-5.8606,-47.0529,Montes Altos
morros,MA,-2.9763,-43.8583,Morros
nina rodrigues,MA,-3.4548,-43.7824,Nina Rodrigues
nova colinas,MA,-7.1683,-46.2636,Nova Colinas
nova iorque,MA,-6.8107,-44.05,Nova Iorque
nova olinda do maranhao,MA,-2.9751,-45.9567,Nova Olinda Do Maranhão
olho d'agua das cunhas,MA,-4.087,-45.0965,Olho D'água Das Cunhãs
olinda nova do maranhao,MA,-2.9656,-44.9982,Olinda Nova Do Maranhão
paco do lumiar,MA,-2.4858,-44.1194,Paço Do Lumiar
palmeirandia,MA,-2.6498,-45.0286,Palmeirândia
paraibano,MA,-6.3963,-43.9005,Paraibano
parnarama,MA,-5.5949,-43.563,Parnarama
passagem franca,MA,-6.0971,-43.7669,Passagem Franca
pastos bons,MA,-6.6287,-44.1262,Pastos Bons
paulino neves,MA,-2.8505,-42.5729,Paulino Neves
paulo ramos,MA,-4.5417,-45.4417,Paulo Ramos
pedreiras,MA,-4.6378,-44.5912,Pedreiras
pedro do rosario,MA,-2.8824,-45.4063,Pedro Do Rosário
penalva,MA,-3.2533,-45.2764,Penalva
peri mirim,MA,-2.5351,-44.931,Peri Mirim
peritoro,MA,-4.3741,-44.2987,Peritoró
pindare-mirim,MA,-3.6368,-45.3845,Pindaré-Mirim
pinheiro,MA,-2.5114,-45.0766,Pinheiro
pio xii,MA,-3.8667,-45.0976,Pio Xii
pirapemas,MA,-3.7566,-44.2059,Pirapemas
pocao de pedras,MA,-4.7869,-44.8876,Poção De Pedras
porto franco,MA,-6.3492,-47.0796,Porto Franco
porto rico do maranhao,MA,-1.8699,-44.6269,Porto Rico Do Maranhão
presidente dutra,MA,-5.2714,-44.443,Presidente Dutra
presidente juscelino,MA,-3.0954,-44.0787,Presidente Juscelino
presidente medici,MA,-2.2904,-45.7589,Presidente Médici
presidente sarney,MA,-2.6386,-45.4006,Presidente Sarney
presidente vargas,MA,-3.3955,-44.0106,Presidente Vargas
primeira cruz,MA,-2.6344,-43.3822,Primeira Cruz
raposa,MA,-2.4453,-44.0825,Raposa
riachao,MA,-7.7715,-46.6648,Riachão
ribamar fiquene,MA,-5.9365,-47.2928,Ribamar Fiquene
rosario,MA,-2.9707,-44.2042,Rosário
sambaiba,MA,-7.4554,-45.5911,Sambaíba
santa filomena do maranhao,MA,-5.5028,-44.5766,Santa Filomena Do Maranhão
santa helena,MA,-2.504,-45.4358,Santa Helena
santa ines,MA,-3.8356,-45.4091,Santa Inês
santa luzia,MA,-4.2488,-45.847,Santa Luzia
santa luzia do parua,MA,-2.5588,-45.7741,Santa Luzia Do Paruá
santa quiteria do maranhao,MA,-3.3162,-42.9718,Santa Quitéria Do Maranhão
santa rita,MA,-3.1685,-44.318,Santa Rita
santana do maranhao,MA,-3.1482,-42.6873,Santana Do Maranhão
santo amaro do maranhao,MA,-2.5872,-43.195,Santo Amaro Do Maranhão
santo antonio dos lopes,MA,-4.8115,-44.4546,Santo Antônio Dos Lopes
sao benedito do rio preto,MA,-3.3395,-43.6461,São Benedito Do Rio Preto
sao bento,MA,-2.7751,-44.9987,São Bento
sao bernardo,MA,-3.3834,-42.3772,São Bernardo
sao domingos do azeitao,MA,-6.8528,-44.6129,São Domingos Do Azeitão
sao domingos do maranhao,MA,-5.6365,-44.3588,São Domingos Do Maranhão
sao felix de balsas,MA,-7.0569,-44.8395,São Félix De Balsas
sao francisco do brejao,MA,-5.1539,-47.3615,São Francisco Do Brejão
sao francisco do maranhao,MA,-6.2165,-43.1064,São Francisco Do Maranhão
sao joao batista,MA,-2.9709,-44.8213,São João Batista
sao joao do caru,MA,-3.5474,-46.347,São João Do Carú
sao joao do paraiso,MA,-6.4349,-46.8715,São João Do Paraíso
sao joao do soter,MA,-4.9833,-43.7698,São João Do Soter
sao joao dos patos,MA,-6.5751,-43.6294,São João Dos Patos
sao jose de ribamar,MA,-2.5472,-44.1495,São José De Ribamar
sao jose dos basilios,MA,-5.0025,-44.601,São José Dos Basílios
sao luis,MA,-2.6006,-44.3264,São Luís
sao luis gonzaga do maranhao,MA,-4.3802,-44.6361,São Luís Gonzaga Do Maranhão
sao mateus do maranhao,MA,-4.0026,-44.5572,São Mateus Do Maranhão
sao pedro da agua branca,MA,-5.158,-48.4006,São Pedro Da Água Branca
sao pedro dos crentes,MA,-6.8382,-46.6719,São Pedro Dos Crentes
sao raimundo das mangabeiras,MA,-6.9876,-45.7003,São Raimundo Das Mangabeiras
sao raimundo do doca bezerra,MA,-5.0762,-45.1455,São Raimundo Do Doca Bezerra
sao roberto,MA,-5.0232,-45.0494,São Roberto
sao vicente ferrer,MA,-2.8911,-45.0041,São Vicente Ferrer
satubinha,MA,-3.9109,-45.2516,Satubinha
senador alexandre costa,MA,-5.284,-43.9439,Senador Alexandre Costa
senador la rocque,MA,-5.399,-47.1864,Senador La Rocque
serrano do maranhao,MA,-1.8148,-44.9996,Serrano Do Maranhão
sitio novo,MA,-6.3046,-46.665,Sítio Novo
sucupira do norte,MA,-6.4627,-44.2542,Sucupira Do Norte
sucupira do riachao,MA,-6.4197,-43.4449,Sucupira Do Riachão
tasso fragoso,MA,-8.2996,-45.8751,Tasso Fragoso
timbiras,MA,-4.2163,-43.8612,Timbiras
timon,MA,-5.1952,-43.0127,Timon
trizidela do vale,MA,-4.5611,-44.6548,Trizidela Do Vale
tufilandia,MA,-3.7126,-45.5835,Tufilândia
tuntum,MA,-5.518,-44.7064,Tuntum
turiacu,MA,-1.6406,-45.398,Turiaçu
turilandia,MA,-2.1171,-45.359,Turilândia
tutoia,MA,-2.8598,-42.4084,Tutóia
urbano santos,MA,-3.2582,-43.2575,Urbano Santos
vargem grande,MA,-3.6255,-43.8514,Vargem Grande
viana,MA,-3.1694,-44.9716,Viana
vila nova dos martirios,MA,-5.0594,-48.0845,Vila Nova Dos Martírios
vitoria do mearim,MA,-3.5452,-44.9036,Vitória Do Mearim
vitorino freire,MA,-4.1811,-45.3513,Vitorino Freire
ze doca,MA,-3.2166,-45.9423,Zé Doca
acaua,PI,-8.3251,-40.9881,Acauã
agricolandia,PI,-5.74,-42.6854,Agricolândia
agua branca,PI,-5.8995,-42.6202,Água Branca
alagoinha do piaui,PI,-6.878,-40.8875,Alagoinha Do Piauí
alegrete do piaui,PI,-7.1879,-40.8147,Alegrete Do Piauí
alto longa,PI,-5.3295,-42.1319,Alto Longá
altos,PI,-5.0841,-42.4639,Altos
alvorada do gurgueia,PI,-8.3865,-43.9288,Alvorada Do Gurguéia
amarante,PI,-6.3769,-42.8306,Amarante
angical do piaui,PI,-6.0868,-42.7566,Angical Do Piauí
anisio de abreu,PI,-9.2011,-43.0412,Anísio De Abreu
antonio almeida,PI,-7.19,-44.2223,Antônio Almeida
aroazes,PI,-6.1323,-41.8473,Aroazes
aroeiras do itaim,PI,-7.2568,-41.5722,Aroeiras Do Itaim
arraial,PI,-6.6465,-42.5302,Arraial
assuncao do piaui,PI,-5.8617,-41.0065,Assunção Do Piauí
avelino lopes,PI,-10.1681,-43.9255,Avelino Lopes
baixa grande do ribeiro,PI,-8.517,-45.213,Baixa Grande Do Ribeiro
barra d'alcantara,PI,-6.5144,-42.1008,Barra D'alcântara
barras,PI,-4.1247,-42.3138,Barras
barreiras do piaui,PI,-10.0644,-45.722,Barreiras Do Piauí
barro duro,PI,-5.7982,-42.5126,Barro Duro
batalha,PI,-3.9905,-42.047,Batalha
bela vista do piaui,PI,-7.9866,-41.8626,Bela Vista Do Piauí
belem do piaui,PI,-7.3779,-40.9846,Belém Do Piauí
beneditinos,PI,-5.5206,-42.4164,Beneditinos
bertolinia,PI,-7.684,-43.8468,Bertolínia
betania do piaui,PI,-8.121,-40.7912,Betânia Do Piauí
boa hora,PI,-4.3745,-42.1213,Boa Hora
bocaina,PI,-6.8937,-41.2969,Bocaina
bom jesus,PI,-9.186,-44.5231,Bom Jesus
bom principio do piaui,PI,-3.1873,-41.6058,Bom Princípio Do Piauí
bonfim do piaui,PI,-9.1788,-42.8857,Bonfim Do Piauí
boqueirao do piaui,PI,-4.5524,-42.1094,Boqueirão Do Piauí
brasileira,PI,-4.1184,-41.671,Brasileira
brejo do piaui,PI,-8.3432,-42.817,Brejo Do Piauí
buriti dos lopes,PI,-3.2867,-41.8116,Buriti Dos Lopes
buriti dos montes,PI,-5.1211,-41.1822,Buriti Dos Montes
cabeceiras do piaui,PI,-4.4243,-42.3634,Cabeceiras Do Piauí
cajazeiras do piaui,PI,-6.7715,-42.471,Cajazeiras Do Piauí
cajueiro da praia,PI,-2.9845,-41.3569,Cajueiro Da Praia
caldeirao grande do piaui,PI,-7.3014,-40.6349,Caldeirão Grande Do Piauí
campinas do piaui,PI,-7.6389,-41.8751,Campinas Do Piauí
campo alegre do fidalgo,PI,-8.2333,-41.7699,Campo Alegre Do Fidalgo
campo grande do piaui,PI,-7.1928,-41.0605,Campo Grande Do Piauí
campo largo do piaui,PI,-3.861,-42.5711,Campo Largo Do Piauí
campo maior,PI,-4.8063,-42.129,Campo Maior
canavieira,PI,-7.4664,-43.58,Canavieira
canto do buriti,PI,-8.195,-43.1661,Canto Do Buriti
capitao de campos,PI,-4.4984,-41.9154,Capitão De Campos
capitao gervasio oliveira,PI,-8.5462,-41.9066,Capitão Gervásio Oliveira
caracol,PI,-9.1229,-43.3471,Caracol
caraubas do piaui,PI,-3.5495,-41.8178,Caraúbas Do Piauí
caridade do piaui,PI,-7.6975,-40.9351,Caridade Do Piauí
castelo do piaui,PI,-5.3114,-41.6177,Castelo Do Piauí
caxingo,PI,-3.3924,-41.8694,Caxingó
cocal,PI,-3.4376,-41.5099,Cocal
cocal de telha,PI,-4.6164,-41.9891,Cocal De Telha
cocal dos alves,PI,-3.6222,-41.4189,Cocal Dos Alves
coivaras,PI,-5.1427,-42.2639,Coivaras
colonia do gurgueia,PI,-8.1423,-43.6752,Colônia Do Gurguéia
colonia do piaui,PI,-7.2581,-42.1669,Colônia Do Piauí
conceicao do caninde,PI,-7.8896,-41.5475,Conceição Do Canindé
coronel jose dias,PI,-8.9598,-42.2887,Coronel José Dias
corrente,PI,-10.4544,-45.0964,Corrente
cristalandia do piaui,PI,-10.7432,-45.1375,Cristalândia Do Piauí
cristino castro,PI,-8.746,-44.0443,Cristino Castro
curimata,PI,-9.9328,-44.3188,Curimatá
currais,PI,-8.7678,-44.7606,Currais
curralinhos,PI,-5.5958,-42.8581,Curralinhos
curral novo do piaui,PI,-7.882,-40.7431,Curral Novo Do Piauí
demerval lobao,PI,-5.3223,-42.6521,Demerval Lobão
dirceu arcoverde,PI,-9.3557,-42.4547,Dirceu Arcoverde
dom expedito lopes,PI,-6.9646,-41.6977,Dom Expedito Lopes
domingos mourao,PI,-4.2336,-41.3264,Domingos Mourão
dom inocencio,PI,-8.8764,-41.8622,Dom Inocêncio
elesbao veloso,PI,-6.1878,-42.1824,Elesbão Veloso
eliseu martins,PI,-7.977,-43.6776,Eliseu Martins
esperantina,PI,-3.8269,-42.1944,Esperantina
fartura do piaui,PI,-9.4843,-42.7847,Fartura Do Piauí
flores do piaui,PI,-7.6334,-42.8137,Flores Do Piauí
floresta do piaui,PI,-7.481,-41.7939,Floresta Do Piauí
floriano,PI,-6.9619,-43.0841,Floriano
francinopolis,PI,-6.4302,-42.2251,Francinópolis
francisco ayres,PI,-6.699,-42.6897,Francisco Ayres
francisco macedo,PI,-7.3162,-40.774,Francisco Macedo
francisco santos,PI,-7.0637,-41.1521,Francisco Santos
fronteiras,PI,-7.045,-40.5854,Fronteiras
geminiano,PI,-7.1966,-41.3147,Geminiano
gilbues,PI,-9.6939,-45.4255,Gilbués
guadalupe,PI,-6.8127,-43.7528,Guadalupe
guaribas,PI,-9.0256,-43.5981,Guaribas
hugo napoleao,PI,-6.0238,-42.5,Hugo Napoleão
ilha grande,PI,-2.828,-41.8107,Ilha Grande
inhuma,PI,-6.6746,-41.7274,Inhuma
ipiranga do piaui,PI,-6.8046,-41.7811,Ipiranga Do Piauí
isaias coelho,PI,-7.6539,-41.643,Isaías Coelho
itainopolis,PI,-7.4016,-41.4852,Itainópolis
itaueira,PI,-7.4984,-43.0507,Itaueira
jacobina do piaui,PI,-7.8961,-41.2349,Jacobina Do Piauí
jaicos,PI,-7.3972,-41.2071,Jaicós
jardim do mulato,PI,-6.1325,-42.5418,Jardim Do Mulato
jatoba do piaui,PI,-4.8252,-41.929,Jatobá Do Piauí
jerumenha,PI,-7.1162,-43.5202,Jerumenha
joao costa,PI,-8.5488,-42.4171,João Costa
joaquim pires,PI,-3.5026,-42.1206,Joaquim Pires
joca marques,PI,-3.5478,-42.4298,Joca Marques
jose de freitas,PI,-4.6762,-42.5784,José De Freitas
juazeiro do piaui,PI,-4.9418,-41.5732,Juazeiro Do Piauí
julio borges,PI,-10.4628,-44.1599,Júlio Borges
jurema,PI,-9.1039,-43.1348,Jurema
lagoinha do piaui,PI,-5.819,-42.6231,Lagoinha Do Piauí
lagoa alegre,PI,-4.4829,-42.5584,Lagoa Alegre
lagoa do barro do piaui,PI,-8.5602,-41.5725,Lagoa Do Barro Do Piauí
lagoa de sao francisco,PI,-4.3689,-41.5946,Lagoa De São Francisco
lagoa do piaui,PI,-5.4723,-42.5929,Lagoa Do Piauí
lagoa do sitio,PI,-6.4751,-41.4547,Lagoa Do Sítio
landri sales,PI,-7.2622,-43.921,Landri Sales
luis correia,PI,-3.0623,-41.5007,Luís Correia
luzilandia,PI,-3.6065,-42.3704,Luzilândia
madeiro,PI,-3.5486,-42.5195,Madeiro
manoel emidio,PI,-8.2106,-43.9338,Manoel Emídio
marcolandia,PI,-7.4259,-40.7342,Marcolândia
marcos parente,PI,-7.0694,-43.8641,Marcos Parente
massape do piaui,PI,-7.5398,-41.0856,Massapê Do Piauí
matias olimpio,PI,-3.7278,-42.5585,Matias Olímpio
miguel alves,PI,-4.1985,-42.7753,Miguel Alves
miguel leao,PI,-5.7122,-42.7044,Miguel Leão
milton brandao,PI,-4.7686,-41.4694,Milton Brandão
monsenhor gil,PI,-5.5938,-42.6017,Monsenhor Gil
monsenhor hipolito,PI,-6.9404,-41.0445,Monsenhor Hipólito
monte alegre do piaui,PI,-9.6971,-45.0156,Monte Alegre Do Piauí
morro cabeca no tempo,PI,-9.8671,-43.9258,Morro Cabeça No Tempo
morro do chapeu do piaui,PI,-3.7016,-42.2544,Morro Do Chapéu Do Piauí
murici dos portelas,PI,-3.3594,-42.0097,Murici Dos Portelas
nazare do piaui,PI,-7.1054,-42.7125,Nazaré Do Piauí
nazaria,PI,-5.4534,-42.8763,Nazária
nossa senhora de nazare,PI,-4.6347,-42.1889,Nossa Senhora De Nazaré
nossa senhora dos remedios,PI,-4.0341,-42.6164,Nossa Senhora Dos Remédios
novo oriente do piaui,PI,-6.518,-42.0051,Novo Oriente Do Piauí
novo santo antonio,PI,-5.298,-41.9292,Novo Santo Antônio
oeiras,PI,-6.9625,-42.1583,Oeiras
olho d'agua do piaui,PI,-5.832,-42.5576,Olho D'água Do Piauí
padre marcos,PI,-7.3869,-40.884,Padre Marcos
paes landim,PI,-7.8009,-42.2648,Paes Landim
pajeu do piaui,PI,-7.9268,-42.8508,Pajeú Do Piauí
palmeira do piaui,PI,-8.5535,-44.4272,Palmeira Do Piauí
palmeirais,PI,-5.8054,-42.9866,Palmeirais
paqueta,PI,-7.1506,-41.6842,Paquetá
parnagua,PI,-10.2389,-44.5688,Parnaguá
parnaiba,PI,-2.9281,-41.7493,Parnaíba
passagem franca do piaui,PI,-5.8681,-42.4098,Passagem Franca Do Piauí
patos do piaui,PI,-7.6583,-41.287,Patos Do Piauí
pau d'arco do piaui,PI,-5.2574,-42.4773,Pau D'arco Do Piauí
paulistana,PI,-8.1074,-41.1052,Paulistana
pavussu,PI,-7.9435,-43.297,Pavussu
pedro ii,PI,-4.4803,-41.3799,Pedro Ii
pedro laurentino,PI,-8.0787,-42.2609,Pedro Laurentino
nova santa rita,PI,-8.0685,-42.0235,Nova Santa Rita
picos,PI,-7.0702,-41.5158,Picos
pimenteiras,PI,-6.3398,-41.2846,Pimenteiras
pio ix,PI,-6.8388,-40.6811,Pio Ix
piracuruca,PI,-3.8233,-41.668,Piracuruca
piripiri,PI,-4.3183,-41.7724,Piripiri
porto,PI,-3.9328,-42.6892,Porto
porto alegre do piaui,PI,-6.9368,-44.1101,Porto Alegre Do Piauí
prata do piaui,PI,-5.7247,-42.16,Prata Do Piauí
queimada nova,PI,-8.4824,-41.3611,Queimada Nova
redencao do gurgueia,PI,-9.5745,-44.5368,Redenção Do Gurguéia
regeneracao,PI,-6.2769,-42.5143,Regeneração
riacho frio,PI,-9.8518,-44.72,Riacho Frio
ribeira do piaui,PI,-7.9442,-42.5989,Ribeira Do Piauí
ribeiro goncalves,PI,-7.949,-45.3986,Ribeiro Gonçalves
rio grande do piaui,PI,-7.7984,-43.1356,Rio Grande Do Piauí
santa cruz do piaui,PI,-7.2356,-41.7573,Santa Cruz Do Piauí
santa cruz dos milagres,PI,-5.8744,-41.9545,Santa Cruz Dos Milagres
santa filomena,PI,-8.9672,-45.7337,Santa Filomena
santa luz,PI,-8.9614,-44.2058,Santa Luz
santana do piaui,PI,-6.9065,-41.5388,Santana Do Piauí
santa rosa do piaui,PI,-6.8083,-42.2311,Santa Rosa Do Piauí
santo antonio de lisboa,PI,-6.88,-41.2114,Santo Antônio De Lisboa
santo antonio dos milagres,PI,-6.0508,-42.6953,Santo Antônio Dos Milagres
santo inacio do piaui,PI,-7.4881,-41.9984,Santo Inácio Do Piauí
sao braz do piaui,PI,-8.925,-43.0002,São Braz Do Piauí
sao felix do piaui,PI,-5.8828,-42.1045,São Félix Do Piauí
sao francisco de assis do piaui,PI,-8.2064,-41.5584,São Francisco De Assis Do Piauí
sao francisco do piaui,PI,-7.1792,-42.5242,São Francisco Do Piauí
sao goncalo do gurgueia,PI,-10.092,-45.3691,São Gonçalo Do Gurguéia
sao goncalo do piaui,PI,-6.0219,-42.67,São Gonçalo Do Piauí
sao joao da canabrava,PI,-6.7329,-41.3844,São João Da Canabrava
sao joao da fronteira,PI,-3.9878,-41.2406,São João Da Fronteira
sao joao da serra,PI,-5.4917,-41.8054,São João Da Serra
sao joao da varjota,PI,-6.9599,-41.8758,São João Da Varjota
sao joao do arraial,PI,-3.7979,-42.4388,São João Do Arraial
sao joao do piaui,PI,-8.2792,-42.281,São João Do Piauí
sao jose do divino,PI,-3.7709,-41.8579,São José Do Divino
sao jose do peixe,PI,-7.432,-42.6204,São José Do Peixe
sao jose do piaui,PI,-6.7869,-41.4734,São José Do Piauí
sao juliao,PI,-7.0687,-40.8357,São Julião
sao lourenco do piaui,PI,-9.1337,-42.4882,São Lourenço Do Piauí
sao luis do piaui,PI,-6.7733,-41.2623,São Luis Do Piauí
sao miguel da baixa grande,PI,-5.7919,-42.2749,São Miguel Da Baixa Grande
sao miguel do fidalgo,PI,-7.5943,-42.3082,São Miguel Do Fidalgo
sao miguel do tapuio,PI,-5.7119,-41.5171,São Miguel Do Tapuio
sao pedro do piaui,PI,-5.8157,-42.7791,São Pedro Do Piauí
sao raimundo nonato,PI,-9.0661,-42.6502,São Raimundo Nonato
sebastiao barros,PI,-10.6531,-44.8302,Sebastião Barros
sebastiao leal,PI,-7.5565,-44.0121,Sebastião Leal
sigefredo pacheco,PI,-4.9048,-41.7755,Sigefredo Pacheco
simoes,PI,-7.7416,-40.7293,Simões
simplicio mendes,PI,-7.8396,-41.9662,Simplício Mendes
socorro do piaui,PI,-7.8814,-42.4937,Socorro Do Piauí
sussuapara,PI,-6.9995,-41.3718,Sussuapara
tamboril do piaui,PI,-8.4974,-43.0741,Tamboril Do Piauí
tanque do piaui,PI,-6.6618,-42.268,Tanque Do Piauí
teresina,PI,-5.2821,-42.7999,Teresina
uniao,PI,-4.5881,-42.8313,União
urucui,PI,-7.3905,-44.5672,Uruçuí
valenca do piaui,PI,-6.3547,-41.8095,Valença Do Piauí
varzea branca,PI,-9.3007,-42.9206,Várzea Branca
varzea grande,PI,-6.5676,-42.1997,Várzea Grande
vera mendes,PI,-7.5735,-41.5165,Vera Mendes
vila nova do piaui,PI,-7.2064,-40.9314,Vila Nova Do Piauí
wall ferraz,PI,-7.269,-41.8618,Wall Ferraz
abaiara,CE,-7.3393,-39.0472,Abaiara
acarape,CE,-4.2228,-38.6558,Acarape
acarau,CE,-2.9851,-40.1107,Acaraú
acopiara,CE,-6.1123,-39.4633,Acopiara
aiuaba,CE,-6.613,-40.2801,Aiuaba
alcantaras,CE,-3.5858,-40.5404,Alcântaras
altaneira,CE,-6.9854,-39.6986,Altaneira
alto santo,CE,-5.4951,-38.2363,Alto Santo
amontada,CE,-3.2122,-39.7751,Amontada
antonina do norte,CE,-6.7463,-39.9972,Antonina Do Norte
apuiares,CE,-3.9475,-39.3343,Apuiarés
aquiraz,CE,-3.9518,-38.3983,Aquiraz
aracati,CE,-4.6358,-37.7211,Aracati
aracoiaba,CE,-4.4757,-38.6932,Aracoiaba
ararenda,CE,-4.7788,-40.7501,Ararendá
araripe,CE,-7.1942,-40.1199,Araripe
aratuba,CE,-4.414,-39.0329,Aratuba
arneiroz,CE,-6.2232,-40.082,Arneiroz
assare,CE,-6.9157,-39.8289,Assaré
aurora,CE,-7.0122,-38.9449,Aurora
baixio,CE,-6.7116,-38.7696,Baixio
banabuiu,CE,-5.2777,-38.9038,Banabuiú
barbalha,CE,-7.4055,-39.322,Barbalha
barreira,CE,-4.3143,-38.6133,Barreira
barro,CE,-7.131,-38.7584,Barro
barroquinha,CE,-2.9963,-41.1795,Barroquinha
baturite,CE,-4.3692,-38.8437,Baturité
beberibe,CE,-4.4164,-38.0981,Beberibe
bela cruz,CE,-3.0588,-40.2888,Bela Cruz
